node_id;d+;d-;fc+;fc-;ft+;ft-;c+;c-;gr+;gr-;r+;r-;gi
1615;0;2;0;1;0;1;41;0;0;2;0;2;0
1616;0;5;0;1;0;1;13;0;0;4;0;5;0
1617;3;4;3;2;0;1;32;0;1;2;3;4;0
1618;0;8;0;2;0;2;183;0;0;4;0;8;0
1619;0;3;0;1;0;1;176;0;0;2;0;3;0
1620;0;4;0;1;0;1;177;0;0;3;0;4;0
1622;0;2;0;1;0;1;38;0;0;2;0;2;0
1623;0;5;0;1;0;1;50;0;0;5;0;5;0
1624;0;13;0;2;0;2;447;0;0;5;0;13;0
1625;4;1;4;1;0;0;0;0;1;1;4;1;0
1626;0;11;0;2;0;2;415;0;0;5;0;11;0
1627;0;4;0;1;0;1;89;0;0;3;0;4;0
1628;37;3;33;1;1;1;22;2;2;2;37;3;1
1629;0;6;0;1;0;1;103;0;0;3;0;6;0
1630;0;4;0;2;0;1;19;0;0;2;0;4;0
1631;0;9;0;2;0;2;1482;0;0;4;0;10;0
1632;3;2;2;2;1;0;0;1;2;1;3;2;1
1633;0;2;0;1;0;1;1654;0;0;2;0;2;0
1634;0;1;0;1;0;0;0;0;0;1;0;1;0
1635;0;3;0;1;0;1;9;0;0;2;0;3;0
1636;0;4;0;1;0;1;345;0;0;3;0;5;0
1637;0;11;0;1;0;1;204;0;0;5;0;11;0
1638;0;2;0;1;0;1;61;0;0;2;0;2;0
1639;0;28;0;1;0;1;164;0;0;9;0;28;0
1640;0;1;0;1;0;0;0;0;0;1;0;1;0
1641;0;5;0;1;0;1;19;0;0;4;0;5;0
1642;0;3;0;1;0;1;293;0;0;2;0;3;0
1643;0;5;0;1;0;1;125;0;0;3;0;5;0
1644;0;4;0;1;0;1;59;0;0;4;0;4;0
1645;0;13;0;1;0;1;148;0;0;5;0;13;0
1646;0;12;0;1;0;1;324;0;0;5;0;13;0
1647;0;2;0;1;0;1;251;0;0;2;0;2;0
1648;2;5;2;2;0;2;1130;0;1;3;2;5;0
1649;0;2;0;1;0;1;619;0;0;2;0;2;0
1650;0;8;0;1;0;1;75;0;0;4;0;8;0
1651;0;3;0;1;0;1;949;0;0;3;0;3;0
1652;0;1;0;1;0;0;0;0;0;1;0;1;0
1653;0;4;0;1;0;1;287;0;0;3;0;4;0
1654;0;13;0;1;0;1;166;0;0;5;0;13;0
1655;0;3;0;1;0;1;40;0;0;2;0;3;0
1656;0;7;0;1;0;1;168;0;0;4;0;7;0
1657;0;1;0;1;0;0;0;0;0;1;0;1;0
1658;40;1;23;1;1;0;0;4;2;1;40;1;1
1659;23;10;18;3;1;2;404;1;2;4;23;10;1
1660;0;5;0;2;0;2;323;0;0;2;0;5;0
1661;2;1;2;1;0;0;0;0;1;1;2;1;0
1662;0;4;0;1;0;1;655;0;0;3;0;4;0
1663;0;1;0;1;0;0;0;0;0;1;0;1;0
1664;0;33;0;2;0;2;1862;0;0;7;0;33;0
1665;0;8;0;2;0;2;654;0;0;3;0;8;0
1666;0;2;0;1;0;1;111;0;0;2;0;2;0
1667;0;5;0;1;0;1;73;0;0;3;0;5;0
1668;0;6;0;1;0;1;6;0;0;6;0;6;0
1669;16;16;16;3;0;3;649;0;1;4;16;16;0
1670;0;7;0;1;0;1;786;0;0;3;0;7;0
1671;10;1;10;1;0;0;0;0;1;1;10;1;0
1672;0;5;0;2;0;1;215;0;0;3;0;5;0
1673;0;5;0;1;0;1;155;0;0;3;0;5;0
1674;0;20;0;1;0;1;317;0;0;8;0;21;0
1675;0;5;0;1;0;1;457;0;0;3;0;5;0
1676;0;1;0;1;0;0;0;0;0;1;0;1;0
1677;0;9;0;2;0;2;331;0;0;3;0;9;0
1678;0;2;0;1;0;1;15;0;0;2;0;2;0
1679;12;4;8;2;1;2;226;1;2;2;12;4;1
1680;0;1;0;1;0;0;0;0;0;1;0;1;0
1681;1;5;1;1;0;1;170;0;1;3;1;6;0
1682;0;1;0;1;0;0;0;0;0;1;0;1;0
1683;1;1;1;1;0;0;0;0;1;1;1;1;0
1684;0;2;0;1;0;1;5;0;0;2;0;2;0
1685;0;3;0;1;0;1;209;0;0;3;0;3;0
1686;0;6;0;2;0;2;76;0;0;3;0;6;0
1687;0;8;0;2;0;1;294;0;0;5;0;8;0
1688;0;9;0;1;0;1;196;0;0;4;0;9;0
1689;0;6;0;1;0;1;951;0;0;4;0;6;0
1690;1;9;1;1;0;1;595;0;1;4;1;9;0
1691;0;6;0;1;0;1;300;0;0;4;0;6;0
1692;0;7;0;1;0;1;16;0;0;4;0;7;0
1693;0;3;0;1;0;1;113;0;0;2;0;3;0
1694;0;6;0;1;0;1;67;0;0;5;0;6;0
1695;0;6;0;1;0;1;180;0;0;3;0;6;0
1696;0;4;0;2;0;2;317;0;0;2;0;4;0
1697;0;4;0;1;0;1;248;0;0;3;0;4;0
1698;0;5;0;1;0;1;150;0;0;4;0;5;0
1699;26;3;26;1;0;1;293;0;1;2;26;3;0
1700;0;2;0;1;0;1;26;0;0;2;0;2;0
1701;0;6;0;1;0;1;50;0;0;5;0;6;0
1702;0;4;0;1;0;1;488;0;0;3;0;4;0
1703;0;5;0;2;0;2;58;0;0;2;0;5;0
1704;2;9;2;2;0;2;167;0;1;3;2;9;0
1705;0;12;0;2;0;2;178;0;0;5;0;12;0
1706;0;7;0;1;0;1;71;0;0;4;0;7;0
1707;0;6;0;1;0;1;1298;0;0;3;0;6;0
1708;0;9;0;2;0;2;280;0;0;3;0;9;0
1709;0;1;0;1;0;0;0;0;0;1;0;1;0
1710;0;6;0;1;0;1;97;0;0;4;0;6;0
1711;0;6;0;1;0;1;83;0;0;4;0;7;0
1712;0;5;0;1;0;1;230;0;0;3;0;5;0
1713;0;2;0;1;0;1;82;0;0;2;0;2;0
1714;0;6;0;1;0;1;136;0;0;4;0;6;0
1715;0;12;0;2;0;2;469;0;0;4;0;13;0
1716;0;5;0;1;0;1;83;0;0;3;0;5;0
1717;0;5;0;1;0;1;73;0;0;3;0;5;0
1718;29;4;22;3;1;1;135;5;2;2;29;4;1
1719;0;4;0;1;0;1;431;0;0;3;0;4;0
1720;21;7;15;2;1;1;636;1;2;3;21;7;1
1721;0;2;0;1;0;1;106;0;0;2;0;2;0
1722;0;6;0;1;0;1;295;0;0;4;0;6;0
1723;0;6;0;1;0;1;440;0;0;4;0;6;0
1724;0;10;0;1;0;1;560;0;0;4;0;10;0
1725;0;1;0;1;0;0;0;0;0;1;0;1;0
1726;0;6;0;1;0;1;59;0;0;4;0;6;0
1727;0;3;0;1;0;1;33;0;0;2;0;3;0
1728;0;4;0;1;0;1;28;0;0;3;0;4;0
1729;0;10;0;1;0;1;15;0;0;5;0;10;0
1730;0;7;0;1;0;1;223;0;0;4;0;7;0
1731;0;9;0;2;0;2;1046;0;0;4;0;10;0
1732;0;16;0;1;0;1;46;0;0;5;0;16;0
1733;0;2;0;1;0;1;31;0;0;2;0;2;0
1734;0;4;0;1;0;1;142;0;0;4;0;4;0
1735;0;1;0;1;0;0;0;0;0;1;0;1;0
1736;19;1;19;1;0;0;0;0;1;1;19;1;0
1737;0;10;0;1;0;1;651;0;0;4;0;10;0
1738;0;13;0;2;0;2;461;0;0;4;0;13;0
1739;0;5;0;1;0;1;105;0;0;3;0;5;0
1740;45;1;26;1;2;0;0;4;2;1;45;1;2
1741;0;16;0;2;0;2;950;0;0;4;0;16;0
1742;0;3;0;1;0;1;586;0;0;2;0;3;0
1743;0;6;0;1;0;1;575;0;0;4;0;7;0
1744;0;2;0;2;0;0;0;0;0;1;0;2;0
1745;0;13;0;2;0;2;398;0;0;4;0;14;0
1746;0;2;0;1;0;1;4;0;0;2;0;2;0
1747;0;3;0;1;0;1;32;0;0;2;0;3;0
1748;0;4;0;1;0;1;127;0;0;3;0;4;0
1749;0;1;0;1;0;0;0;0;0;1;0;1;0
1750;0;9;0;2;0;2;218;0;0;4;0;9;0
1751;0;1;0;1;0;0;0;0;0;1;0;1;0
1752;0;4;0;1;0;1;244;0;0;3;0;4;0
1753;0;5;0;1;0;1;193;0;0;2;0;5;0
1754;0;9;0;1;0;1;9;0;0;4;0;9;0
1755;0;3;0;1;0;1;265;0;0;3;0;3;0
1756;0;6;0;2;0;2;260;0;0;3;0;6;0
1757;0;2;0;1;0;1;67;0;0;2;0;2;0
1758;0;11;0;1;0;1;199;0;0;6;0;11;0
1759;0;1;0;1;0;0;0;0;0;1;0;1;0
1760;0;6;0;1;0;1;76;0;0;5;0;6;0
1761;0;9;0;1;0;1;11;0;0;5;0;9;0
1762;0;2;0;1;0;1;98;0;0;2;0;2;0
1763;0;4;0;1;0;1;48;0;0;4;0;4;0
1764;0;10;0;2;0;2;554;0;0;3;0;10;0
1765;0;4;0;2;0;1;28;0;0;2;0;4;0
1766;0;5;0;2;0;2;257;0;0;2;0;5;0
1767;0;9;0;2;0;2;1948;0;0;3;0;9;0
1768;0;3;0;1;0;1;17;0;0;2;0;3;0
1769;0;5;0;1;0;1;94;0;0;3;0;6;0
1770;0;16;0;2;0;2;176;0;0;4;0;17;0
1771;0;3;0;1;0;1;162;0;0;2;0;3;0
1772;0;4;0;1;0;1;258;0;0;3;0;4;0
1773;0;7;0;2;0;1;224;0;0;5;0;7;0
1774;0;7;0;2;0;2;427;0;0;3;0;7;0
1775;0;3;0;1;0;1;15;0;0;3;0;3;0
1776;0;15;0;1;0;1;29;0;0;5;0;15;0
1777;0;3;0;1;0;1;57;0;0;2;0;3;0
1778;0;1;0;1;0;0;0;0;0;1;0;1;0
1779;0;4;0;1;0;1;112;0;0;3;0;4;0
1780;0;7;0;1;0;1;236;0;0;3;0;7;0
1781;0;7;0;1;0;1;89;0;0;4;0;7;0
1782;0;9;0;2;0;1;788;0;0;4;0;9;0
1783;0;2;0;1;0;1;162;0;0;2;0;2;0
1784;0;5;0;1;0;1;530;0;0;4;0;5;0
1785;0;2;0;1;0;1;1654;0;0;2;0;2;0
1786;0;9;0;1;0;1;153;0;0;4;0;9;0
1787;13;2;13;2;0;0;0;0;1;1;13;2;0
1788;0;10;0;1;0;1;66;0;0;5;0;10;0
1789;0;6;0;2;0;2;40;0;0;3;0;6;0
1790;0;5;0;1;0;1;453;0;0;3;0;5;0
1791;0;3;0;1;0;1;446;0;0;2;0;4;0
1792;0;8;0;1;0;1;343;0;0;4;0;8;0
1793;0;12;0;1;0;1;66;0;0;5;0;12;0
1794;0;1;0;1;0;0;0;0;0;1;0;1;0
1795;0;1;0;1;0;0;0;0;0;1;0;1;0
1796;0;3;0;1;0;1;145;0;0;2;0;3;0
1797;0;3;0;1;0;1;171;0;0;3;0;3;0
1798;0;8;0;1;0;1;4;0;0;5;0;8;0
1799;0;12;0;2;0;2;300;0;0;4;0;13;0
1800;0;6;0;2;0;2;78;0;0;2;0;6;0
1801;0;4;0;1;0;1;26;0;0;4;0;4;0
1802;0;5;0;1;0;1;85;0;0;4;0;5;0
1803;0;5;0;1;0;1;368;0;0;4;0;5;0
1804;0;7;0;1;0;1;71;0;0;4;0;7;0
1805;0;13;0;1;0;1;40;0;0;5;0;13;0
1806;2;3;2;1;0;1;113;0;1;3;2;3;0
1807;0;12;0;2;0;2;100;0;0;4;0;13;0
1808;0;3;0;1;0;1;63;0;0;3;0;3;0
1809;0;5;0;1;0;1;51;0;0;4;0;6;0
1810;0;4;0;1;0;1;63;0;0;3;0;4;0
1811;3;8;3;2;0;2;585;0;1;4;3;8;0
1812;0;4;0;1;0;1;111;0;0;3;0;4;0
1813;0;2;0;1;0;1;36;0;0;2;0;2;0
1814;0;3;0;1;0;1;117;0;0;3;0;3;0
1815;0;8;0;1;0;1;117;0;0;5;0;8;0
1816;0;8;0;2;0;1;329;0;0;4;0;8;0
1817;0;2;0;2;0;0;0;0;0;1;0;2;0
1818;0;3;0;1;0;1;22;0;0;2;0;3;0
1819;0;0;0;0;0;0;0;0;0;0;0;0;0
1820;0;3;0;1;0;1;221;0;0;2;0;3;0
1821;0;2;0;1;0;1;387;0;0;2;0;2;0
1822;0;7;0;1;0;1;285;0;0;4;0;7;0
1823;0;5;0;1;0;1;88;0;0;4;0;5;0
1824;0;4;0;1;0;1;58;0;0;3;0;4;0
1825;0;11;0;1;0;1;162;0;0;5;0;11;0
1826;0;10;0;1;0;1;60;0;0;5;0;10;0
1827;0;5;0;1;0;1;142;0;0;3;0;5;0
1828;0;5;0;1;0;1;155;0;0;3;0;5;0
1829;0;11;0;1;0;1;69;0;0;4;0;11;0
1830;0;6;0;1;0;1;309;0;0;4;0;6;0
1831;0;3;0;1;0;1;19;0;0;3;0;3;0
1832;0;5;0;1;0;1;901;0;0;3;0;5;0
1833;0;4;0;1;0;1;207;0;0;2;0;4;0
1834;0;9;0;1;0;1;185;0;0;5;0;9;0
1835;0;3;0;1;0;1;24;0;0;3;0;3;0
1836;0;7;0;1;0;1;329;0;0;4;0;7;0
1837;0;3;0;1;0;1;29;0;0;3;0;3;0
1838;0;6;0;1;0;1;14;0;0;5;0;6;0
1839;0;2;0;1;0;1;3;0;0;2;0;2;0
1840;0;8;0;1;0;1;71;0;0;4;0;8;0
1841;0;9;0;2;0;2;192;0;0;4;0;9;0
1842;0;9;0;2;0;2;1306;0;0;4;0;10;0
1843;5;10;5;2;0;2;581;0;1;3;5;10;0
1844;0;7;0;1;0;1;237;0;0;4;0;7;0
1845;12;3;12;1;0;1;366;0;1;3;12;3;0
1846;2;14;1;2;1;2;107;2;2;4;2;14;1
1847;0;11;0;2;0;2;1037;0;0;4;0;11;0
1848;0;3;0;1;0;1;90;0;0;2;0;3;0
1849;0;6;0;1;0;1;22;0;0;4;0;6;0
1850;0;24;0;1;0;1;107;0;0;5;0;24;0
1851;50;1;5;1;2;0;0;26;3;1;50;1;2
1852;0;5;0;1;0;1;24;0;0;4;0;5;0
1853;0;7;0;1;0;1;931;0;0;4;0;7;0
1854;0;20;0;2;0;2;393;0;0;6;0;21;0
1855;0;4;0;1;0;1;52;0;0;3;0;4;0
1856;9;7;9;2;0;2;465;0;1;3;9;7;0
1857;0;2;0;1;0;1;199;0;0;2;0;2;0
1858;0;4;0;1;0;1;199;0;0;3;0;4;0
1859;0;3;0;1;0;1;60;0;0;2;0;3;0
1860;0;4;0;1;0;1;151;0;0;3;0;4;0
1861;0;11;0;1;0;1;1;0;0;6;0;12;0
1862;0;4;0;1;0;1;221;0;0;3;0;4;0
1863;0;9;0;3;0;2;204;0;0;3;0;10;0
1864;0;7;0;1;0;1;129;0;0;4;0;7;0
1865;0;2;0;1;0;1;53;0;0;2;0;2;0
1866;0;17;0;1;0;1;129;0;0;7;0;17;0
1867;0;2;0;1;0;1;26;0;0;2;0;2;0
1868;0;3;0;1;0;1;55;0;0;2;0;3;0
1869;0;8;0;2;0;1;117;0;0;5;0;9;0
1870;0;2;0;1;0;1;131;0;0;2;0;2;0
1871;0;4;0;1;0;1;114;0;0;3;0;4;0
1872;0;3;0;1;0;1;20;0;0;2;0;3;0
1873;0;10;0;1;0;1;436;0;0;5;0;10;0
1874;0;6;0;1;0;1;33;0;0;4;0;6;0
1875;0;22;0;1;0;1;356;0;0;7;0;22;0
1876;0;14;0;1;0;1;57;0;0;5;0;14;0
1877;0;10;0;2;0;2;887;0;0;3;0;10;0
1878;0;3;0;1;0;1;11;0;0;2;0;3;0
1879;0;5;0;1;0;1;19;0;0;3;0;5;0
1880;0;4;0;1;0;1;109;0;0;3;0;4;0
1881;0;7;0;1;0;1;374;0;0;5;0;7;0
1882;0;7;0;2;0;2;457;0;0;3;0;7;0
1883;1;1;1;1;0;0;0;0;1;1;1;1;0
1884;0;4;0;1;0;1;255;0;0;3;0;4;0
1885;0;3;0;1;0;1;4;0;0;3;0;3;0
1886;0;3;0;1;0;1;229;0;0;2;0;3;0
1887;0;10;0;1;0;1;342;0;0;6;0;10;0
1888;0;5;0;1;0;1;202;0;0;3;0;5;0
1889;0;3;0;1;0;1;416;0;0;3;0;3;0
1890;0;4;0;1;0;1;153;0;0;3;0;4;0
1891;0;18;0;2;0;2;431;0;0;5;0;19;0
1892;59;5;59;2;0;1;33;0;1;3;59;5;0
1893;0;13;0;2;0;2;277;0;0;5;0;13;0
1894;0;4;0;1;0;1;55;0;0;4;0;4;0
1895;0;9;0;2;0;2;661;0;0;4;0;9;0
1896;0;15;0;2;0;2;581;0;0;5;0;15;0
1897;0;5;0;1;0;1;1018;0;0;3;0;5;0
1898;0;27;0;1;0;1;132;0;0;7;0;28;0
1899;0;1;0;1;0;0;0;0;0;1;0;1;0
1900;0;5;0;2;0;2;227;0;0;3;0;5;0
1901;0;4;0;1;0;1;22;0;0;3;0;4;0
1902;0;8;0;1;0;1;436;0;0;4;0;8;0
1903;0;6;0;1;0;1;3;0;0;5;0;6;0
1904;0;8;0;1;0;1;417;0;0;4;0;8;0
1905;0;4;0;2;0;1;958;0;0;2;0;4;0
1906;2;4;2;1;0;1;288;0;1;3;2;4;0
1907;0;1;0;1;0;0;0;0;0;1;0;1;0
1908;0;4;0;1;0;1;32;0;0;3;0;4;0
1909;0;21;0;2;0;2;971;0;0;6;0;22;0
1910;0;5;0;1;0;1;201;0;0;4;0;5;0
1911;0;7;0;2;0;1;417;0;0;4;0;7;0
1912;0;4;0;1;0;1;68;0;0;3;0;4;0
1913;0;5;0;1;0;1;702;0;0;3;0;5;0
1914;0;11;0;1;0;1;257;0;0;5;0;11;0
1915;0;3;0;1;0;1;282;0;0;2;0;3;0
1916;0;3;0;1;0;1;73;0;0;2;0;3;0
1917;0;3;0;1;0;1;86;0;0;2;0;3;0
1918;0;4;0;1;0;1;29;0;0;3;0;4;0
1919;0;3;0;1;0;1;327;0;0;3;0;3;0
1920;0;10;0;1;0;1;213;0;0;5;0;10;0
1921;0;3;0;2;0;1;61;0;0;2;0;3;0
1922;0;5;0;1;0;1;110;0;0;4;0;5;0
1923;0;3;0;2;0;1;50;0;0;2;0;3;0
1924;0;3;0;1;0;1;56;0;0;3;0;3;0
1925;0;8;0;1;0;1;997;0;0;5;0;8;0
1926;0;3;0;1;0;1;36;0;0;2;0;3;0
1927;0;4;0;1;0;1;529;0;0;3;0;4;0
1928;4;12;4;3;0;2;87;0;1;5;4;13;0
1929;0;3;0;1;0;1;32;0;0;2;0;3;0
1930;0;2;0;1;0;1;345;0;0;2;0;2;0
1931;0;14;0;1;0;1;262;0;0;5;0;15;0
1932;0;9;0;1;0;1;470;0;0;6;0;9;0
1933;0;7;0;2;0;2;148;0;0;3;0;7;0
1934;0;3;0;1;0;1;19;0;0;2;0;3;0
1935;0;1;0;1;0;0;0;0;0;1;0;1;0
1936;0;6;0;1;0;1;117;0;0;5;0;7;0
1937;0;4;0;1;0;1;199;0;0;3;0;4;0
1938;0;5;0;2;0;2;77;0;0;4;0;6;0
1939;0;6;0;1;0;1;258;0;0;4;0;6;0
1940;0;3;0;1;0;1;40;0;0;2;0;3;0
1941;0;5;0;1;0;1;52;0;0;3;0;5;0
1942;0;2;0;2;0;0;0;0;0;1;0;2;0
1943;0;6;0;1;0;1;5;0;0;5;0;7;0
1944;0;1;0;1;0;0;0;0;0;1;0;1;0
1945;5;3;4;2;1;1;42;3;2;2;5;3;1
1946;0;5;0;1;0;1;12;0;0;4;0;5;0
1947;0;3;0;1;0;1;741;0;0;3;0;3;0
1948;0;2;0;1;0;1;22;0;0;2;0;2;0
1949;0;5;0;2;0;2;55;0;0;2;0;5;0
1950;0;1;0;1;0;0;0;0;0;1;0;1;0
1951;0;12;0;2;0;2;697;0;0;4;0;12;0
1952;0;9;0;1;0;1;180;0;0;4;0;9;0
1953;0;7;0;2;0;2;825;0;0;3;0;7;0
1954;0;2;0;1;0;1;60;0;0;2;0;2;0
1955;0;3;0;1;0;1;58;0;0;2;0;3;0
1956;0;13;0;2;0;2;854;0;0;5;0;13;0
1957;0;7;0;1;0;1;190;0;0;4;0;7;0
1958;0;2;0;1;0;1;90;0;0;2;0;2;0
1959;16;5;14;2;1;1;79;1;2;3;16;5;1
1960;0;4;0;1;0;1;97;0;0;3;0;4;0
1961;0;3;0;1;0;1;36;0;0;2;0;3;0
1962;0;7;0;1;0;1;144;0;0;3;0;7;0
1963;0;5;0;1;0;1;195;0;0;4;0;5;0
1964;0;4;0;1;0;1;133;0;0;3;0;4;0
1965;0;7;0;1;0;1;160;0;0;4;0;7;0
1966;0;7;0;1;0;1;263;0;0;4;0;7;0
1967;0;4;0;2;0;1;260;0;0;3;0;4;0
1968;4;4;4;2;0;1;56;0;1;2;4;4;0
1969;0;5;0;1;0;1;93;0;0;4;0;5;0
1970;89;1;35;1;4;0;0;7;2;1;89;1;3
1971;0;8;0;1;0;1;401;0;0;4;0;9;0
1972;1;4;1;2;0;1;40;0;1;2;1;4;0
1973;0;1;0;1;0;0;0;0;0;1;0;1;0
1974;0;1;0;1;0;0;0;0;0;1;0;1;0
1975;0;4;0;1;0;1;100;0;0;3;0;4;0
1976;0;7;0;1;0;1;346;0;0;4;0;7;0
1977;0;2;0;1;0;1;83;0;0;2;0;2;0
1978;0;9;0;1;0;1;82;0;0;4;0;9;0
1979;0;5;0;1;0;1;495;0;0;3;0;5;0
1980;0;5;0;1;0;1;91;0;0;4;0;5;0
1981;0;2;0;1;0;1;1;0;0;2;0;2;0
1982;0;3;0;1;0;1;31;0;0;2;0;3;0
1983;0;5;0;1;0;1;361;0;0;4;0;5;0
1984;0;5;0;1;0;1;161;0;0;4;0;5;0
1985;0;10;0;1;0;1;40;0;0;5;0;10;0
1986;51;2;18;2;6;0;0;13;3;1;52;2;3
1987;0;3;0;1;0;1;393;0;0;2;0;3;0
1988;0;8;0;1;0;1;32;0;0;6;0;8;0
1989;0;7;0;2;0;2;688;0;0;3;0;8;0
1990;13;18;13;2;0;2;611;0;1;4;13;19;0
1991;0;14;0;2;0;2;178;0;0;6;0;14;0
1992;0;5;0;1;0;1;420;0;0;3;0;5;0
1993;0;8;0;2;0;1;437;0;0;4;0;8;0
1994;2;4;2;1;0;1;160;0;1;3;2;4;0
1995;0;4;0;1;0;1;22;0;0;4;0;4;0
1996;2;5;2;1;0;1;99;0;1;3;2;5;0
1997;0;19;0;1;0;1;45;0;0;6;0;19;0
1998;0;4;0;1;0;1;28;0;0;3;0;4;0
1999;0;2;0;1;0;1;89;0;0;2;0;2;0
2000;30;2;16;2;2;0;0;4;2;1;30;2;1
2001;0;2;0;1;0;1;43;0;0;2;0;2;0
2002;0;3;0;1;0;1;213;0;0;2;0;3;0
2003;4;1;4;1;0;0;0;0;1;1;4;1;0
2004;0;2;0;1;0;1;19;0;0;2;0;2;0
2005;0;4;0;1;0;1;3;0;0;2;0;4;0
2006;0;4;0;1;0;1;130;0;0;3;0;4;0
2007;15;7;15;2;0;2;1851;0;1;3;15;7;0
2008;0;10;0;1;0;1;59;0;0;6;0;10;0
2009;16;9;16;2;0;2;766;0;1;4;16;9;0
2010;0;3;0;1;0;1;183;0;0;2;0;3;0
2011;0;7;0;1;0;1;74;0;0;5;0;7;0